,Coin,Timestamp,Datetime,Last/Open,High/Low,Vol-USDT-24h,Open-24h,High-24h,Low-24h,Close-Last,Vol-Ccy-24h,Vol-Num-24h
25,ANT-USDC,1679327161512,2023-03-20 23:46:01.512,-1.6653000000,5.0463000000,45757.6970832047,2.4620000000,2.4980000000,2.3780000000,2.4210000000,45904.4419558000,18745.1033000000
26,ANT-USDT,1679327162111,2023-03-20 23:46:02.111,-1.8270000000,5.4031000000,494032.7607545390,2.4630000000,2.4970000000,2.3690000000,2.4180000000,494032.7607545390,202620.3381090000
27,ANW-USDT,1679327162312,2023-03-20 23:46:02.312,-9.6958000000,19.8646000000,178336.4965635297,0.0052600000,0.0053100000,0.0044300000,0.0047500000,178336.4965635297,36527811.4938459992
28,APE-BTC,1679327162112,2023-03-20 23:46:02.112,-4.8315000000,6.8382000000,36088.9556497824,0.0001573000,0.0001578000,0.0001477000,0.0001497000,1.2918590163,8471.6324000000
29,APE-USDC,1679327166009,2023-03-20 23:46:06.009,-3.0575000000,8.9175000000,139914.9437746431,4.3336000000,4.4361000000,4.0729000000,4.2011000000,140363.6508099000,33140.0411000000
30,APE-USDT,1679327161914,2023-03-20 23:46:01.914,-3.2205000000,9.3159000000,6895964.3275233693,4.3254000000,4.4309000000,4.0533000000,4.1861000000,6895964.3275233693,1629930.8591060000
31,API3-ETH,1679327164413,2023-03-20 23:46:04.413,-6.4343000000,12.3153000000,19990.0844592098,0.0011190000,0.0011400000,0.0010150000,0.0010470000,11.2091238749,10575.8648890000
32,API3-USDC,1679327164406,2023-03-20 23:46:04.406,-7.8032000000,14.5313000000,207576.2983409545,2.0120000000,2.0650000000,1.8030000000,1.8550000000,208241.9952487000,108988.7336000000
33,API3-USDT,1679327165305,2023-03-20 23:46:05.305,-7.7307000000,14.8829000000,3656310.7432503910,2.0050000000,2.0610000000,1.7940000000,1.8500000000,3656310.7432503910,1920175.5081509999
34,APIX-USDT,1679327160010,2023-03-20 23:46:00.010,-10.4065000000,14.9723000000,19993.2676703460,0.0061500000,0.0062200000,0.0054100000,0.0055100000,19993.2676703460,3541357.6830560002
35,APM-USDT,1679327164405,2023-03-20 23:46:04.405,-0.3058000000,12.5711000000,63603.7985682646,0.0163500000,0.0178200000,0.0158300000,0.0163000000,63603.7985682646,3858202.3561450001
36,APT-USDC,1679327165411,2023-03-20 23:46:05.411,-3.0449000000,8.5201000000,1704302.3311636033,13.1072000000,13.5521000000,12.4881000000,12.7081000000,1709768.0264322199,131736.6905000000
37,APT-USDT,1679327166209,2023-03-20 23:46:06.209,-2.9292000000,9.3453000000,26359339.7129537798,13.0618000000,13.5153000000,12.3602000000,12.6792000000,26359339.7129537798,2037915.2024000001
38,AR-USDC,1679327165105,2023-03-20 23:46:05.105,-1.9086000000,6.4085000000,428001.0288338928,9.0120000000,9.3150000000,8.7540000000,8.8400000000,429373.6275539000,47570.1925000000
39,AR-USDT,1679327165107,2023-03-20 23:46:05.107,-1.8889000000,6.7738000000,5723523.0191086195,9.0000000000,9.3000000000,8.7100000000,8.8300000000,5723523.0191086195,635668.0907919999
40,ARG-USDT,1679327166194,2023-03-20 23:46:06.194,-2.8462000000,4.3990000000,58687.6305364900,1.2227000000,1.2341000000,1.1821000000,1.1879000000,58687.6305364900,48926.0040000000
41,ARK-USDT,1679327160021,2023-03-20 23:46:00.021,0.0000000000,5.2478000000,18852.8440609630,0.3500000000,0.3610000000,0.3430000000,0.3500000000,18852.8440609630,53752.2633390000
42,AST-USDT,1679327160016,2023-03-20 23:46:00.016,-7.5693000000,16.5468000000,9340.5187494217,0.0938000000,0.0972000000,0.0834000000,0.0867000000,9340.5187494217,105528.6840490000
43,ASTR-USDC,1679327160014,2023-03-20 23:46:00.014,-3.6723000000,7.0692000000,38185.0663062041,0.0708000000,0.0727000000,0.0679000000,0.0682000000,38307.5257621500,546361.5582000000
44,ASTR-USDT,1679327166109,2023-03-20 23:46:06.109,-3.5411000000,7.2593000000,588647.2832077505,0.0706000000,0.0724000000,0.0675000000,0.0681000000,588647.2832077505,8447112.8207120001
45,ATOM-BTC,1679327165406,2023-03-20 23:46:05.406,-4.5011000000,10.4695000000,579586.2748137302,0.0004510000,0.0004706000,0.0004260000,0.0004307000,20.7471715762,46618.8270000000
46,ATOM-ETH,1679327162510,2023-03-20 23:46:02.510,-1.9469000000,6.9078000000,153128.0862684038,0.0069340000,0.0072120000,0.0067460000,0.0067990000,85.8641538617,12377.1763000000
47,ATOM-USDC,1679327162213,2023-03-20 23:46:02.213,-3.0605000000,10.3730000000,755848.5155983064,12.4490000000,13.1090000000,11.8770000000,12.0680000000,758272.5207645000,61062.3398000000
48,ATOM-USDT,1679327166109,2023-03-20 23:46:06.109,-3.1008000000,10.5712000000,10080626.9448851142,12.4160000000,13.0850000000,11.8340000000,12.0310000000,10080626.9448851142,811030.2256810000
49,AUCTION-USDT,1679327160015,2023-03-20 23:46:00.015,-2.1739000000,5.3265000000,68705.6946755800,5.9800000000,6.1300000000,5.8200000000,5.8500000000,68705.6946755800,11526.6824300000
50,AVAX-BTC,1679327164607,2023-03-20 23:46:04.607,-3.6426000000,5.0228000000,197839.0159521562,0.0006424000,0.0006461000,0.0006152000,0.0006190000,7.0819482565,11251.3235000000
51,AVAX-ETH,1679327161910,2023-03-20 23:46:01.910,-1.1156000000,2.6694000000,68568.4143376333,0.0098600000,0.0100000000,0.0097400000,0.0097500000,38.4486544710,3907.8513000000
52,AVAX-USDC,1679327166011,2023-03-20 23:46:06.011,-2.1997000000,6.2134000000,582742.4807165270,17.7300000000,18.1200000000,17.0600000000,17.3400000000,584611.3350632200,33262.1218950000
53,AVAX-USDT,1679327165111,2023-03-20 23:46:05.111,-2.0939000000,6.4155000000,5827305.4439968104,17.6700000000,18.0800000000,16.9900000000,17.3000000000,5827305.4439968104,332290.9847040000
54,AXS-USDC,1679327166011,2023-03-20 23:46:06.011,-1.6340000000,6.0296000000,97279.7872562845,9.1800000000,9.3200000000,8.7900000000,9.0300000000,97591.7634023100,10689.8858090000
55,AXS-USDT,1679327166112,2023-03-20 23:46:06.112,-1.4239000000,6.4000000000,1090587.6304736901,9.1300000000,9.3100000000,8.7500000000,9.0000000000,1090587.6304736901,119778.6108270000
56,AZY-USDC,1679327166212,2023-03-20 23:46:06.212,-0.8070000000,5.9848000000,16233.7575102662,0.0136300000,0.0139900000,0.0132000000,0.0135200000,16285.8191486230,1202999.9676999999
57,AZY-USDT,1679327165168,2023-03-20 23:46:05.168,-0.3698000000,6.2548000000,227705.9244118990,0.0135200000,0.0139300000,0.0131100000,0.0134700000,227705.9244118990,16893230.7439000010
58,BABYDOGE-USDC,1679327160014,2023-03-20 23:46:00.014,-2.1538000000,6.7451000000,64640.2142424312,0.0000000023,0.0000000024,0.0000000022,0.0000000022,64847.5153219915,28483975498537.0000000000
59,BABYDOGE-USDT,1679327160016,2023-03-20 23:46:00.016,-2.0979000000,7.8923000000,879650.9876503112,0.0000000023,0.0000000024,0.0000000022,0.0000000022,879650.9876503112,387735242553245.0000000000
60,BADGER-BTC,1679327165812,2023-03-20 23:46:05.812,3.1304000000,9.5698000000,24207.4649786373,0.0001150000,0.0001248000,0.0001139000,0.0001186000,0.8665430000,7403.0000000000
61,BADGER-USDT,1679327163906,2023-03-20 23:46:03.906,4.1916000000,23.4536000000,2300569.7123441268,3.1730000000,3.8320000000,3.1040000000,3.3060000000,2300569.7123441268,690644.3047030000
62,BAL-USDT,1679327161812,2023-03-20 23:46:01.812,-0.2079000000,5.8634000000,145333.4343677760,6.7330000000,6.8970000000,6.5150000000,6.7190000000,145333.4343677760,21566.9630320000
63,BAND-USDT,1679327166212,2023-03-20 23:46:06.212,-2.0043000000,8.5534000000,948075.9477083361,1.8460000000,1.8910000000,1.7420000000,1.8090000000,948075.9477083361,520640.5069280000
64,BAT-BTC,1679327165709,2023-03-20 23:46:05.709,-2.1575000000,5.3631000000,40039.0962136324,0.0000092700,0.0000094300,0.0000089500,0.0000090700,1.4332603014,157139.3292000000
65,BAT-USDC,1679327164105,2023-03-20 23:46:04.105,-0.1174000000,5.2610000000,79142.4309236773,0.2555000000,0.2621000000,0.2490000000,0.2552000000,79396.2405925000,310398.7676000000
66,BAT-USDT,1679327166210,2023-03-20 23:46:06.210,-0.1570000000,5.4054000000,863297.2112941282,0.2547000000,0.2613000000,0.2479000000,0.2543000000,863297.2112941282,3386409.7852130001
67,BCD-BTC,1679327165706,2023-03-20 23:46:05.706,1.0324000000,12.9485000000,22465.4722541394,0.0000067800,0.0000072400,0.0000064100,0.0000068500,0.8041857229,113995.0091000000
68,BCD-USDT,1679327163812,2023-03-20 23:46:03.812,3.4651000000,10.8696000000,154611.3808325015,0.1847000000,0.2040000000,0.1840000000,0.1911000000,154611.3808325015,797097.9996680000
69,BCH-BTC,1679327165711,2023-03-20 23:46:05.711,-2.6423000000,5.8947000000,159743.3248565007,0.0049200000,0.0050300000,0.0047500000,0.0047900000,5.7182550950,1171.3378000000
70,BCH-USDC,1679327166207,2023-03-20 23:46:06.207,-1.1068000000,5.4734000000,2954173.1356725018,135.5300000000,139.7100000000,132.4600000000,134.0300000000,2963647.1649190001,21869.4103000000
71,BCH-USDT,1679327165810,2023-03-20 23:46:05.810,-1.1546000000,5.7126000000,38039490.8209870011,135.1100000000,139.5300000000,131.9900000000,133.5500000000,38039490.8209870011,281597.5751730000
72,BETH-ETH,1679327160021,2023-03-20 23:46:00.021,0.3123000000,0.4032000000,354893.7448232286,0.9926000000,0.9960000000,0.9920000000,0.9957000000,199.0010575633,200.2047350000
73,BETH-USDT,1679327160008,2023-03-20 23:46:00.008,-1.1257000000,5.7965000000,3029529.3904279801,1779.3000000000,1825.0000000000,1725.0100000000,1759.2700000000,3029529.3904279801,1706.3992270000
74,BHP-USDT,1679327160017,2023-03-20 23:46:00.017,-2.0921000000,9.4625000000,20169.0541070850,0.1434000000,0.1446000000,0.1321000000,0.1404000000,20169.0541070850,146076.1087200000
75,BICO-USDC,1679327160014,2023-03-20 23:46:00.014,-1.4320000000,4.9261000000,37773.4179224634,0.4190000000,0.4260000000,0.4060000000,0.4130000000,37894.5572226000,91448.8442000000
76,BICO-USDT,1679327160013,2023-03-20 23:46:00.013,-1.6787000000,5.1852000000,323961.5098252480,0.4170000000,0.4260000000,0.4050000000,0.4100000000,323961.5098252480,785243.6338759999
77,BLOK-USDT,1679327166013,2023-03-20 23:46:06.013,3.8579000000,7.1237000000,73606.3992637330,0.0026180000,0.0027970000,0.0026110000,0.0027190000,73606.3992637330,27125202.5810000002
78,BLUR-USDC,1679327164613,2023-03-20 23:46:04.613,-4.3441000000,12.7083000000,2136992.4615656757,0.5870000000,0.6155000000,0.5461000000,0.5615000000,2143845.7934966800,3727773.7392000002
79,BLUR-USDT,1679327166109,2023-03-20 23:46:06.109,-4.2786000000,13.0403000000,33727030.9460210428,0.5843000000,0.6146000000,0.5437000000,0.5593000000,33727030.9460210428,58677976.9672000036
80,BNB-USDC,1679327160609,2023-03-20 23:46:00.609,-0.2175000000,2.7703000000,2065916.7824765963,340.2400000000,342.0300000000,332.8100000000,339.5000000000,2072542.1748009899,6132.1005200000
81,BNB-USDT,1679327166000,2023-03-20 23:46:06.000,-0.2241000000,2.8654000000,3466951.8693375099,339.1500000000,341.0400000000,331.5400000000,338.3900000000,3466951.8693375099,10291.4638260000
82,BNT-BTC,1679327165712,2023-03-20 23:46:05.712,0.4878000000,5.0000000000,6814.1435963140,0.0000205000,0.0000210000,0.0000200000,0.0000206000,0.2439226263,11960.7188000000
83,BNT-USDT,1679327161710,2023-03-20 23:46:01.710,2.0060000000,7.0255000000,966372.8058560523,0.5633000000,0.5865000000,0.5480000000,0.5746000000,966372.8058560523,1697811.4365170000
84,BORA-USDT,1679327160016,2023-03-20 23:46:00.016,0.5236000000,12.4324000000,15487.9437115000,0.1910000000,0.2080000000,0.1850000000,0.1920000000,15487.9437115000,79645.0291000000
85,BORING-USDT,1679327163005,2023-03-20 23:46:03.005,-0.5764000000,13.7931000000,53126.4608223117,0.0034700000,0.0036300000,0.0031900000,0.0034500000,53126.4608223117,15400830.4598319996
86,BRWL-USDT,1679327160008,2023-03-20 23:46:00.008,-7.6062000000,8.6195000000,36303.6118118540,0.0030370000,0.0030370000,0.0027960000,0.0028060000,36303.6118118540,12465345.6613999996
87,BSV-BTC,1679327166205,2023-03-20 23:46:06.205,-3.1204000000,4.1796000000,449550.0316527195,0.0013460000,0.0013460000,0.0012920000,0.0013040000,16.0923266200,12165.6181000000
88,BSV-USDC,1679327160015,2023-03-20 23:46:00.015,-1.8025000000,4.1436000000,163133.9122084118,37.1700000000,37.7000000000,36.2000000000,36.5000000000,163657.0824440000,4430.8272000000
89,BSV-USDT,1679327163811,2023-03-20 23:46:03.811,-1.7004000000,4.4722000000,1880266.5771863300,37.0500000000,37.6100000000,36.0000000000,36.4200000000,1880266.5771863300,51083.2237780000
90,BTC-DAI,1679327165612,2023-03-20 23:46:05.612,1.5892000000,4.8484000000,2852855.2338213501,27567.6000000000,28567.2000000000,27246.2000000000,28005.7000000000,2863681.2646257319,102.3067208600
91,BTC-EURT,1679327166111,2023-03-20 23:46:06.111,3.1364000000,3.7455000000,4738.8326434082,25838.3000000000,26648.7000000000,25686.6000000000,26648.7000000000,4441.0389472390,0.1691180500
92,BTC-USDC,1679327162774,2023-03-20 23:46:02.774,1.5743000000,4.9229000000,31056924.5570071787,27587.1000000000,28563.9000000000,27223.7000000000,28021.4000000000,31156524.0720140710,1112.1470394900
93,BTC-USDT,1679327166012,2023-03-20 23:46:06.012,1.5530000000,4.9997000000,588337574.3257774115,27508.8000000000,28490.0000000000,27133.4000000000,27936.0000000000,588337574.3257774115,21060.4376426400
94,BTG-BTC,1679327163807,2023-03-20 23:46:03.807,-2.7823000000,6.9492000000,36884.9139745016,0.0006110000,0.0006310000,0.0005900000,0.0005940000,1.3203515543,2179.5211400000
95,BTG-USDT,1679327161613,2023-03-20 23:46:01.613,-1.3095000000,8.0194000000,536993.9841391200,16.8000000000,17.7800000000,16.4600000000,16.5800000000,536993.9841391200,31834.3107250000
96,BTM-BTC,1679327166211,2023-03-20 23:46:06.211,0.0000000000,5.5844000000,87.7026642373,0.0000007910,0.0000008130,0.0000007700,0.0000007910,0.0031394502,3990.9990000000
97,BTM-USDT,1679327164108,2023-03-20 23:46:04.108,2.0576000000,6.5308000000,173541.5427773832,0.0218700000,0.0230000000,0.0215900000,0.0223200000,173541.5427773832,7845500.1037360001
98,BTT-USDT,1679327165213,2023-03-20 23:46:05.213,-1.2085000000,3.5385000000,196209.3475286720,0.0000006620,0.0000006730,0.0000006500,0.0000006540,196209.3475286720,296913174102.0000000000
99,BZZ-USDT,1679327161029,2023-03-20 23:46:01.029,-0.6512000000,3.5647000000,48782.4977480278,0.5375000000,0.5491000000,0.5302000000,0.5340000000,48782.4977480278,90699.0057080000
100,CEEK-USDC,1679327165712,2023-03-20 23:46:05.712,0.4156000000,6.1855000000,95698.5491831124,0.0938500000,0.0976800000,0.0919900000,0.0942400000,96005.4543007780,1015749.6351000000
101,CEEK-USDT,1679327163034,2023-03-20 23:46:03.034,0.6306000000,8.1354000000,845836.4780581370,0.0935600000,0.0974300000,0.0901000000,0.0941500000,845836.4780581370,8980093.5319999997
102,CEL-BTC,1679327165711,2023-03-20 23:46:05.711,-4.5455000000,6.3504000000,26979.6468218587,0.0000138600,0.0000139000,0.0000130700,0.0000132300,0.9657774623,71435.3349000000
103,CEL-USDC,1679327160017,2023-03-20 23:46:00.017,-2.7404000000,8.7875000000,17396.3583317527,0.3795000000,0.3912000000,0.3596000000,0.3691000000,17452.1484293700,46311.7691000000
104,CEL-USDT,1679327165824,2023-03-20 23:46:05.824,-2.9536000000,9.1825000000,294090.5190057328,0.3792000000,0.3900000000,0.3572000000,0.3680000000,294090.5190057328,786421.8851320000
105,CELO-BTC,1679327165809,2023-03-20 23:46:05.809,-1.6736000000,4.7210000000,11033.0755534410,0.0000239000,0.0000244000,0.0000233000,0.0000235000,0.3949457078,16638.4594000000
106,CELO-USDC,1679327163613,2023-03-20 23:46:03.613,-0.1517000000,7.5117000000,54541.4142317016,0.6590000000,0.6870000000,0.6390000000,0.6580000000,54716.3284733000,82319.1207000000
107,CELO-USDT,1679327162410,2023-03-20 23:46:02.410,0.0000000000,7.6682000000,524833.9487698691,0.6570000000,0.6880000000,0.6390000000,0.6570000000,524833.9487698691,790287.9260419999
108,CELR-USDT,1679327163805,2023-03-20 23:46:03.805,-1.8713000000,10.2332000000,945231.4669358809,0.0219100000,0.0231600000,0.0210100000,0.0215000000,945231.4669358809,42977569.2288039997
109,CELT-BTC,1679327161712,2023-03-20 23:46:01.712,-25.0000000000,33.3333000000,30.4692442550,0.0000000400,0.0000000400,0.0000000300,0.0000000300,0.0010906929,36356.4302000000
110,CELT-USDC,1679327160020,2023-03-20 23:46:00.020,-4.4565000000,10.6132000000,13505.5334973290,0.0009200000,0.0009380000,0.0008480000,0.0008790000,13548.8457249700,15365817.8300000001
111,CELT-USDT,1679327160011,2023-03-20 23:46:00.011,-5.4171000000,10.5137000000,206735.7706695145,0.0009230000,0.0009250000,0.0008370000,0.0008730000,206735.7706695145,235370408.5178340077
112,CFG-USDT,1679327160155,2023-03-20 23:46:00.155,-4.5847000000,9.2698000000,44951.9587195458,0.3359000000,0.3442000000,0.3150000000,0.3205000000,44951.9587195458,136825.1317490000
113,CFX-USDT,1679327165412,2023-03-20 23:46:05.412,9.5611000000,23.9986000000,190356119.1409610510,0.4007900000,0.4884800000,0.3939400000,0.4391100000,190356119.1409610510,429123952.9444169998
114,CGL-USDT,1679327160014,2023-03-20 23:46:00.014,-1.4009000000,24.2938000000,369516.7585261000,0.0092800000,0.0110000000,0.0088500000,0.0091500000,369516.7585261000,40008839.6400000006
115,CHAT-USDT,1679327163413,2023-03-20 23:46:03.413,-4.8140000000,7.9473000000,224613.4394275741,0.0050270000,0.0050800000,0.0047060000,0.0047850000,224613.4394275741,46187801.7033730000
116,CHE-USDT,1679327165309,2023-03-20 23:46:05.309,5.3799000000,51.2949000000,1033104.9752383524,0.0477700000,0.0666000000,0.0440200000,0.0503400000,1033104.9752383524,18535730.7897889987
117,CHZ-BTC,1679327162410,2023-03-20 23:46:02.410,-2.2866000000,4.1374000000,120174.7844241217,0.0000044170,0.0000044550,0.0000042780,0.0000043160,4.3018390530,989480.0000000000
118,CHZ-USDC,1679327160021,2023-03-20 23:46:00.021,-0.6000000000,5.0068000000,322573.3483561722,0.1216700000,0.1239500000,0.1180400000,0.1209400000,323607.8406476240,2659076.7988999998
119,CHZ-USDT,1679327166011,2023-03-20 23:46:06.011,-0.6510000000,5.1594000000,3817588.7976753339,0.1213500000,0.1237200000,0.1176500000,0.1205600000,3817588.7976753339,31476711.6539059989
120,CITY-USDT,1679327164049,2023-03-20 23:46:04.049,-1.3421000000,3.4195000000,59437.2400892500,4.5676000000,4.6001000000,4.4480000000,4.5063000000,59437.2400892500,13152.0484000000
121,CLV-USDT,1679327164112,2023-03-20 23:46:04.112,5.4096000000,19.8758000000,450172.0092283204,0.0647000000,0.0772000000,0.0644000000,0.0682000000,450172.0092283204,6454161.0389400003
122,CMT-USDT,1679327160021,2023-03-20 23:46:00.021,3.2389000000,10.0000000000,42518.4191410196,0.0024700000,0.0026400000,0.0024000000,0.0025500000,42518.4191410196,16711105.8316220008
123,CNTM-USDT,1679327165712,2023-03-20 23:46:05.712,-6.1350000000,14.3345000000,598827.3525921979,0.0326000000,0.0335000000,0.0293000000,0.0306000000,598827.3525921979,19269346.8798549995
124,COMP-BTC,1679327165706,2023-03-20 23:46:05.706,-3.2200000000,5.0342000000,35002.0758513792,0.0016770000,0.0016900000,0.0016090000,0.0016230000,1.2529525021,760.5476000000
125,COMP-USDC,1679327166207,2023-03-20 23:46:06.207,-1.2543000000,6.4025000000,82868.7663503889,46.2400000000,47.5300000000,44.6700000000,45.6600000000,83134.5263718800,1805.0272640000
126,COMP-USDT,1679327166009,2023-03-20 23:46:06.009,-1.3007000000,6.5408000000,1021530.6408556700,46.1300000000,47.4000000000,44.4900000000,45.5300000000,1021530.6408556700,22253.1226090000
127,CONV-USDT,1679327161823,2023-03-20 23:46:01.823,-3.2172000000,7.8014000000,66635.2349701293,0.0007460000,0.0007600000,0.0007050000,0.0007220000,66635.2349701293,91452499.8963889927
128,CORE-USDC,1679327165806,2023-03-20 23:46:05.806,8.6366000000,15.6344000000,1413334.9097286896,1.9915200000,2.2501300000,1.9459000000,2.1635200000,1417867.4728707001,675742.5000000000
129,CORE-USDT,1679327164996,2023-03-20 23:46:04.996,8.5835000000,16.1942000000,23217972.0853064992,1.9860200000,2.2495200000,1.9360000000,2.1564900000,23217972.0853064992,11025111.0299999993
130,COVER-USDT,1679327160013,2023-03-20 23:46:00.013,-2.3377000000,5.2810000000,84322.8242983200,15.4000000000,15.5500000000,14.7700000000,15.0400000000,84322.8242983200,5555.4947860000
131,CQT-BTC,1679327160012,2023-03-20 23:46:00.012,-3.2086000000,9.1248000000,7198.0340900690,0.0000056100,0.0000058600,0.0000053700,0.0000054300,0.2576645700,46091.0000000000
132,CQT-USDT,1679327164406,2023-03-20 23:46:04.406,-1.4258000000,10.7498000000,120744.1457440294,0.1543000000,0.1669000000,0.1507000000,0.1521000000,120744.1457440294,767944.4932049999
133,CRO-BTC,1679327165911,2023-03-20 23:46:05.911,2.6820000000,6.6667000000,392403.3865607461,0.0000026100,0.0000027200,0.0000025500,0.0000026800,14.0466756061,5303954.8156000003
134,CRO-USDC,1679327161794,2023-03-20 23:46:01.794,4.0222000000,6.0140000000,567390.6370013170,0.0721000000,0.0758000000,0.0715000000,0.0750000000,569210.2580060000,7687211.4111000001
135,CRO-USDT,1679327166107,2023-03-20 23:46:06.107,4.0334000000,6.3291000000,3396435.3407236659,0.0719000000,0.0756000000,0.0711000000,0.0748000000,3396435.3407236659,45986638.8235770017
136,CRV-BTC,1679327166012,2023-03-20 23:46:06.012,-5.5556000000,8.5227000000,40802.0192053692,0.0000378000,0.0000382000,0.0000352000,0.0000357000,1.4605702894,39965.8046000000
137,CRV-ETH,1679327163807,2023-03-20 23:46:03.807,-2.5862000000,5.2065000000,72984.6153988890,0.0005800000,0.0005860000,0.0005570000,0.0005650000,40.9249694087,71879.9075000000
138,CRV-USDC,1679327164107,2023-03-20 23:46:04.107,-3.8425000000,9.5385000000,303160.3564398409,1.0410000000,1.0680000000,0.9750000000,1.0010000000,304132.5912925000,299385.0543000000
139,CRV-USDT,1679327165306,2023-03-20 23:46:05.306,-3.8536000000,11.6230000000,4501411.5026004659,1.0380000000,1.0660000000,0.9550000000,0.9980000000,4501411.5026004659,4450276.9870800003
